Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Bed Type;Security Deposit;Cleaning Fee;Guests Included;Extra People;Cancellation Policy;Price;Amenities Count;Security Deposit Mandatory
Sol;Centro;Apartment;Entire home/apt;6;1.5;3.0;Real Bed;0.0;40.0;3;12;0;150.0;14;0
Castellana;Salamanca;Apartment;Entire home/apt;2;1.0;0.0;Real Bed;150.0;40.0;1;0;2;55.0;10;1
Palacio;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;5;2;50.0;8;0
Hispanoamérica;Chamartín;Apartment;Entire home/apt;3;1.0;2.0;Real Bed;500.0;30.0;3;20;1;85.0;17;1
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;24.0;1;0;0;85.0;12;0
Lista;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;0.0;1;0;2;70.0;9;0
Palacio;Centro;House;Entire home/apt;7;1.0;2.0;Real Bed;0.0;30.0;2;25;2;95.0;17;0
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;30.0;1;0;2;31.0;18;0
Embajadores;Centro;Apartment;Entire home/apt;4;2.0;0.0;Real Bed;250.0;37.0;2;12;2;133.0;13;1
Justicia;Centro;Apartment;Private room;3;4.5;1.0;Real Bed;0.0;10.0;2;10;2;30.0;25;0
Sol;Centro;Apartment;Entire home/apt;3;1.0;0.0;Real Bed;150.0;25.0;2;20;1;109.0;12;1
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;125.0;20;0
Justicia;Centro;Condominium;Entire home/apt;2;1.0;1.0;Real Bed;275.0;40.0;1;0;2;75.0;14;1
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;25.0;1;0;2;45.0;18;0
Palos de Moguer;Arganzuela;Apartment;Entire home/apt;5;1.0;2.0;Real Bed;120.0;33.0;2;18;1;61.0;19;1
Embajadores;Centro;Apartment;Private room;2;2.0;1.0;Real Bed;0.0;15.0;1;0;2;20.0;9;0
Embajadores;Centro;Apartment;Entire home/apt;5;1.0;2.0;Real Bed;0.0;0.0;1;0;0;200.0;14;0
Embajadores;Centro;Other;Entire home/apt;5;1.0;3.0;Real Bed;0.0;0.0;3;15;2;60.0;13;0
Justicia;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;300.0;50.0;1;0;2;95.0;14;1
Arapiles;Chamberí;Apartment;Entire home/apt;4;1.0;0.0;Real Bed;0.0;30.0;1;0;2;49.0;13;0
Adelfas;Retiro;Apartment;Entire home/apt;3;1.0;0.0;Real Bed;150.0;0.0;1;0;1;49.0;12;1
Sol;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;30.0;1;0;1;69.0;12;0
Cuatro Caminos;Tetuán;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;0.0;0.0;1;0;2;175.0;15;0
Palacio;Centro;Apartment;Private room;1;3.0;1.0;Real Bed;200.0;30.0;1;0;2;35.0;11;1
Embajadores;Centro;Apartment;Private room;1;1.0;1.0;Real Bed;200.0;0.0;1;0;0;26.0;5;1
Universidad;Centro;Apartment;Entire home/apt;6;1.0;2.0;Real Bed;150.0;35.0;4;18;2;110.0;15;1
San Isidro;Carabanchel;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;1;20.0;7;0
Universidad;Centro;Bed & Breakfast;Private room;4;1.0;1.0;Real Bed;100.0;15.0;1;15;2;44.0;11;1
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;100.0;15.0;2;10;1;45.0;14;1
Trafalgar;Chamberí;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;15;1;43.0;14;0
Rios Rosas;Chamberí;Loft;Private room;1;1.5;1.0;Real Bed;150.0;15.0;1;0;0;20.0;8;1
Embajadores;Centro;Apartment;Private room;5;1.0;2.0;Real Bed;0.0;0.0;1;0;1;100.0;16;0
Universidad;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;15.0;1;15;0;35.0;12;0
Universidad;Centro;Apartment;Private room;3;1.5;1.0;Real Bed;150.0;0.0;2;20;1;40.0;14;1
Acacias;Arganzuela;Apartment;Entire home/apt;5;1.0;0.0;Real Bed;200.0;0.0;4;10;2;70.0;20;1
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;100.0;25.0;2;0;2;55.0;15;1
Concepción;Ciudad Lineal;House;Private room;2;1.5;1.0;Real Bed;0.0;5.0;1;0;1;30.0;11;0
Guindalera;Salamanca;Apartment;Private room;2;2.0;1.0;Real Bed;100.0;15.0;1;0;0;22.0;9;1
Ventas;Ciudad Lineal;Bed & Breakfast;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;25.0;11;0
Acacias;Arganzuela;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;200.0;30.0;1;0;1;57.0;12;1
Puerta del Angel;Latina;Apartment;Private room;1;2.0;1.0;Real Bed;0.0;0.0;1;10;0;15.0;8;0
Trafalgar;Chamberí;Apartment;Private room;2;1.0;1.0;Real Bed;200.0;20.0;1;0;1;80.0;15;1
Justicia;Centro;Apartment;Entire home/apt;4;2.0;2.0;Real Bed;125.0;24.0;2;25;2;149.0;21;1
Lucero;Latina;House;Entire home/apt;4;1.0;2.0;Real Bed;250.0;20.0;4;0;0;50.0;17;1
Sol;Centro;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;21.0;10;0
Universidad;Centro;Apartment;Private room;2;2.0;1.0;Real Bed;0.0;0.0;1;0;2;25.0;20;0
Trafalgar;Chamberí;Apartment;Entire home/apt;3;1.5;1.0;Real Bed;750.0;0.0;1;0;0;103.0;10;1
Castellana;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;200.0;1;0;2;210.0;18;0
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;100.0;15.0;2;12;0;49.0;12;1
Imperial;Arganzuela;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;0.0;10.0;1;0;1;60.0;9;0
Palacio;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;95.0;30.0;1;5;2;40.0;11;1
Cortes;Centro;Apartment;Entire home/apt;8;2.5;2.0;Real Bed;0.0;0.0;4;35;2;195.0;15;0
Almagro;Chamberí;Apartment;Entire home/apt;2;1.0;0.0;Real Bed;200.0;30.0;2;10;2;75.0;19;1
Cortes;Centro;Loft;Entire home/apt;3;1.0;1.0;Real Bed;100.0;25.0;2;15;2;65.0;12;1
Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;300.0;40.0;1;10;1;90.0;21;1
Guindalera;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;65.0;8;0
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;20.0;2;10;1;59.0;20;0
Vallehermoso;Chamberí;Apartment;Entire home/apt;5;1.0;1.0;Real Bed;0.0;30.0;3;10;2;49.0;7;0
Embajadores;Centro;Apartment;Private room;1;2.0;1.0;Real Bed;200.0;30.0;1;0;2;43.0;8;1
Cortes;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;150.0;30.0;2;15;2;77.0;14;1
Guindalera;Salamanca;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;0.0;0.0;1;0;0;160.0;17;0
Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;40.0;1;0;2;42.0;9;0
Pueblo Nuevo;Ciudad Lineal;Other;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;1;12.0;13;0
Sol;Centro;Apartment;Entire home/apt;6;1.0;2.0;Real Bed;0.0;0.0;1;0;0;100.0;12;0
Casa de Campo;Moncloa - Aravaca;Other;Entire home/apt;6;2.0;3.0;Real Bed;0.0;0.0;1;0;0;469.0;19;0
Pacífico;Retiro;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;5.0;1;5;1;18.0;16;0
Sol;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;20;0;50.0;14;0
Lista;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;0.0;0.0;1;0;0;100.0;12;0
Ciudad Universitaria;Moncloa - Aravaca;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;5.0;1;35;0;35.0;21;0
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;0.0;0.0;1;0;0;50.0;0;0
San Diego;Puente de Vallecas;Other;Private room;2;2.0;1.0;Real Bed;0.0;0.0;1;0;0;40.0;12;0
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;200.0;15.0;1;0;2;120.0;21;1
Moscardó;Usera;Apartment;Entire home/apt;6;1.0;3.0;Real Bed;0.0;29.0;1;19;2;39.0;21;0
Guindalera;Salamanca;Apartment;Entire home/apt;6;2.0;3.0;Real Bed;200.0;50.0;6;20;0;150.0;16;1
Universidad;Centro;Apartment;Entire home/apt;6;2.0;2.0;Real Bed;0.0;0.0;3;5;2;500.0;11;0
Embajadores;Centro;Loft;Entire home/apt;4;1.0;2.0;Real Bed;160.0;30.0;2;10;1;60.0;15;1
Amposta;San Blas - Canillejas;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;5;0;15.0;7;0
Embajadores;Centro;Apartment;Private room;1;2.0;1.0;Real Bed;200.0;30.0;1;0;2;32.0;9;1
Embajadores;Centro;Apartment;Shared room;2;1.0;1.0;Pull-out Sofa;0.0;30.0;1;20;2;25.0;10;0
Universidad;Centro;Apartment;Entire home/apt;6;1.0;2.0;Real Bed;0.0;25.0;1;0;1;90.0;20;0
Arapiles;Chamberí;House;Private room;2;2.0;1.0;Real Bed;0.0;0.0;1;0;0;18.0;7;0
Gaztambide;Chamberí;House;Private room;1;1.0;1.0;Real Bed;0.0;10.0;1;0;1;25.0;8;0
Universidad;Centro;Apartment;Entire home/apt;2;1.0;0.0;Real Bed;100.0;0.0;1;10;1;50.0;15;1
Nueva España;Chamartín;Apartment;Entire home/apt;7;3.0;4.0;Real Bed;0.0;0.0;1;0;0;120.0;14;0
Cortes;Centro;Bed & Breakfast;Private room;2;1.0;1.0;Real Bed;94.0;20.0;1;10;1;45.0;22;1
Embajadores;Centro;Apartment;Entire home/apt;8;2.0;3.0;Real Bed;100.0;25.0;6;10;2;105.0;21;1
Puerta del Angel;Latina;House;Private room;3;1.0;2.0;Real Bed;0.0;0.0;1;20;0;20.0;6;0
Rios Rosas;Chamberí;Apartment;Private room;1;1.5;1.0;Real Bed;0.0;0.0;1;0;0;45.0;18;0
Cortes;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;300.0;16.0;2;15;1;80.0;11;1
Sol;Centro;Apartment;Private room;2;5.0;1.0;Real Bed;200.0;0.0;1;0;2;32.0;16;1
Cortes;Centro;Apartment;Entire home/apt;2;1.0;0.0;Real Bed;150.0;20.0;1;0;2;55.0;9;1
Almagro;Chamberí;Apartment;Private room;1;1.0;1.0;Real Bed;200.0;15.0;1;35;2;49.0;24;1
Justicia;Centro;Apartment;Private room;2;2.0;1.0;Real Bed;0.0;0.0;1;0;2;25.0;17;0
Embajadores;Centro;Apartment;Private room;1;1.0;1.0;Real Bed;200.0;0.0;1;0;0;30.0;8;1
Palacio;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;100.0;20.0;2;15;1;45.0;18;1
Puerta del Angel;Latina;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;5.0;1;0;2;20.0;8;0
Hispanoamérica;Chamartín;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;250.0;48.0;4;32;0;90.0;15;1
Palacio;Centro;Loft;Entire home/apt;8;2.0;3.0;Real Bed;200.0;0.0;6;25;2;170.0;19;1
Cortes;Centro;Apartment;Entire home/apt;5;1.0;2.0;Real Bed;90.0;20.0;2;11;1;55.0;7;1
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;20.0;1;0;0;50.0;9;0
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;300.0;10.0;2;10;2;80.0;23;1
Palos de Moguer;Arganzuela;Apartment;Entire home/apt;5;1.0;2.0;Real Bed;100.0;15.0;2;15;2;55.0;22;1
Chopera;Arganzuela;House;Private room;2;1.0;1.0;Real Bed;100.0;10.0;1;10;1;22.0;17;1
Rios Rosas;Chamberí;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;49.0;9;0
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;200.0;40.0;1;10;2;80.0;15;1
Casco Histórico de Vallecas;Villa de Vallecas;Loft;Entire home/apt;4;1.0;1.0;Real Bed;0.0;0.0;2;20;1;60.0;27;0
Almagro;Chamberí;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;45.0;9;0
Embajadores;Centro;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;8.0;1;0;0;22.0;8;0
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;100.0;20.0;1;0;1;65.0;8;1
Lista;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;250.0;25.0;2;20;1;55.0;19;1
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;300.0;10.0;4;10;1;57.0;15;1
Embajadores;Centro;Loft;Entire home/apt;3;1.0;1.0;Real Bed;100.0;10.0;1;0;2;60.0;16;1
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;0.0;Real Bed;150.0;20.0;2;15;2;45.0;14;1
Cortes;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;50.0;16;0
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;100.0;12.0;2;7;1;54.0;18;1
Trafalgar;Chamberí;Apartment;Entire home/apt;9;2.0;4.0;Real Bed;250.0;40.0;6;10;2;153.0;10;1
Acacias;Arganzuela;Apartment;Entire home/apt;2;1.0;2.0;Real Bed;0.0;0.0;1;0;0;75.0;16;0
Puerta del Angel;Latina;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;11.0;11;0
Vallehermoso;Chamberí;Apartment;Entire home/apt;5;3.0;3.0;Real Bed;0.0;50.0;3;10;0;100.0;14;0
Universidad;Centro;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;10;1;25.0;13;0
Trafalgar;Chamberí;Other;Entire home/apt;8;1.0;3.0;Real Bed;0.0;30.0;3;10;0;117.0;7;0
Imperial;Arganzuela;Apartment;Entire home/apt;5;1.0;1.0;Pull-out Sofa;295.0;23.0;2;19;2;59.0;25;1
Nueva España;Chamartín;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;300.0;50.0;2;20;2;95.0;14;1
Palomeras Sureste;Puente de Vallecas;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;5;0;20.0;14;0
Universidad;Centro;Apartment;Private room;1;2.0;1.0;Real Bed;0.0;0.0;1;17;0;39.0;17;0
Justicia;Centro;Apartment;Entire home/apt;4;1.0;0.0;Real Bed;0.0;20.0;2;8;1;47.0;14;0
Cortes;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;200.0;32.0;2;20;1;107.0;21;1
Pacífico;Retiro;Apartment;Private room;2;1.0;1.0;Real Bed;100.0;0.0;1;0;0;30.0;20;1
Castellana;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;0.0;15.0;2;10;0;57.0;12;0
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;500.0;60.0;1;0;2;89.0;9;1
Sol;Centro;Guesthouse;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;2;42.0;13;0
Palacio;Centro;Apartment;Entire home/apt;12;2.0;5.0;Real Bed;0.0;100.0;7;20;2;300.0;11;0
Argüelles;Moncloa - Aravaca;Other;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;35.0;15;0
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;20.0;2;20;1;90.0;15;0
Sol;Centro;House;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;22.0;8;0
Sol;Centro;Apartment;Entire home/apt;6;2.0;2.0;Real Bed;0.0;40.0;4;29;2;149.0;18;0
Marroquina;Moratalaz;Apartment;Private room;2;1.0;1.0;Real Bed;100.0;10.0;1;0;0;25.0;1;1
Aluche;Latina;House;Private room;1;2.0;1.0;Real Bed;0.0;0.0;1;0;0;25.0;8;0
Puerta del Angel;Latina;Apartment;Private room;2;2.0;1.0;Real Bed;100.0;0.0;1;10;1;22.0;20;1
Cortes;Centro;Apartment;Entire home/apt;5;1.0;1.0;Real Bed;100.0;30.0;3;5;2;70.0;15;1
Embajadores;Centro;Apartment;Entire home/apt;6;1.0;2.0;Real Bed;150.0;20.0;2;10;2;45.0;16;1
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;15.0;2;15;0;55.0;12;0
Castilla;Chamartín;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;100.0;15.0;1;0;1;60.0;19;1
Arapiles;Chamberí;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;10.0;1;22;0;20.0;9;0
Palos de Moguer;Arganzuela;House;Private room;2;1.0;1.0;Real Bed;0.0;10.0;1;0;1;31.0;14;0
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;0.0;10.0;1;0;2;78.0;19;0
Guindalera;Salamanca;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;17;2;18.0;9;0
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;47.0;14;0
Imperial;Arganzuela;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;38.0;7;0
Goya;Salamanca;Apartment;Entire home/apt;4;3.0;2.0;Real Bed;300.0;65.0;4;10;2;110.0;21;1
San Diego;Puente de Vallecas;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;2;22.0;12;0
Sol;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;30.0;1;0;2;80.0;17;0
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;10;1;33.0;12;0
Justicia;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;200.0;75.0;2;15;2;140.0;15;1
Palacio;Centro;Apartment;Private room;1;3.0;1.0;Real Bed;200.0;30.0;1;0;2;35.0;11;1
Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;0.0;0.0;1;0;0;89.0;14;0
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;150.0;10.0;2;0;0;45.0;10;1
Sol;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;200.0;0.0;1;15;1;55.0;18;1
Embajadores;Centro;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;24.0;10;0
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;77.0;2;17;2;103.0;14;0
Pueblo Nuevo;Ciudad Lineal;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;28.0;4;0
Gaztambide;Chamberí;Apartment;Entire home/apt;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;300.0;12;0
Arapiles;Chamberí;Apartment;Entire home/apt;4;1.0;0.0;Real Bed;0.0;30.0;1;0;2;45.0;9;0
Pradolongo;Usera;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;10.0;1;10;0;20.0;0;0
Sol;Centro;Apartment;Entire home/apt;5;2.0;2.0;Real Bed;200.0;20.0;1;0;2;99.0;8;1
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;200.0;25.0;1;0;2;79.0;20;1
Justicia;Centro;Apartment;Private room;1;2.0;1.0;Real Bed;150.0;8.0;1;0;2;20.0;6;1
Cortes;Centro;Apartment;Private room;3;1.0;2.0;Real Bed;0.0;0.0;1;0;1;40.0;16;0
Hispanoamérica;Chamartín;Bed & Breakfast;Private room;1;1.0;1.0;Real Bed;0.0;18.0;1;0;1;23.0;19;0
Embajadores;Centro;Bed & Breakfast;Shared room;2;1.0;1.0;Real Bed;0.0;0.0;1;14;0;24.0;14;0
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;250.0;30.0;1;10;2;90.0;11;1
Trafalgar;Chamberí;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;10;2;35.0;9;0
Fuente del Berro;Salamanca;House;Private room;2;2.0;1.0;Real Bed;0.0;0.0;1;0;0;62.0;17;0
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;6;1.0;2.0;Real Bed;250.0;0.0;1;0;2;150.0;23;1
Universidad;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;0.0;25.0;1;0;1;81.0;16;0
Castellana;Salamanca;Apartment;Entire home/apt;4;2.0;2.0;Real Bed;0.0;78.0;1;0;2;190.0;16;0
Trafalgar;Chamberí;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;2;57.0;9;0
Lucero;Latina;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;10.0;1;7;2;20.0;9;0
Arapiles;Chamberí;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;35.0;12;0
Buenavista;Carabanchel;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;150.0;20.0;2;12;1;39.0;21;1
Trafalgar;Chamberí;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;1;31.0;15;0
Embajadores;Centro;Loft;Entire home/apt;2;1.0;1.0;Real Bed;150.0;20.0;2;0;2;87.0;23;1
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;0.0;15.0;2;15;0;90.0;14;0
Palacio;Centro;Apartment;Entire home/apt;2;1.0;2.0;Real Bed;150.0;60.0;2;25;0;90.0;17;1
Puerta del Angel;Latina;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;17.0;8;0
Universidad;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;15.0;1;10;1;29.0;15;0
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;0.0;Real Bed;100.0;20.0;2;5;1;50.0;19;1
Embajadores;Centro;Apartment;Entire home/apt;8;1.0;3.0;Real Bed;0.0;50.0;2;20;2;100.0;21;0
Embajadores;Centro;House;Entire home/apt;6;1.0;2.0;Real Bed;0.0;45.0;2;15;2;55.0;19;0
Embajadores;Centro;Condominium;Entire home/apt;4;1.0;1.0;Real Bed;100.0;30.0;2;25;1;78.0;17;1
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;100.0;25.0;2;20;1;45.0;16;1
Universidad;Centro;Apartment;Entire home/apt;2;1.0;0.0;Real Bed;0.0;0.0;1;0;2;40.0;9;0
Hispanoamérica;Chamartín;Apartment;Entire home/apt;4;2.0;2.0;Real Bed;0.0;100.0;1;0;0;150.0;18;0
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;0.0;1;0;2;40.0;9;0
Cortes;Centro;Apartment;Entire home/apt;6;2.0;2.0;Real Bed;500.0;49.0;4;17;1;165.0;23;1
Orcasur;Usera;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;2;22.0;12;0
Palomeras Bajas;Puente de Vallecas;House;Entire home/apt;3;2.0;3.0;Real Bed;250.0;29.0;1;0;1;79.0;8;1
Castilla;Chamartín;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;35.0;10;0
Embajadores;Centro;Apartment;Entire home/apt;8;3.0;4.0;Real Bed;250.0;0.0;1;0;1;315.0;14;1
Justicia;Centro;House;Entire home/apt;4;1.0;1.0;Real Bed;200.0;20.0;1;0;0;80.0;16;1
Embajadores;Centro;Apartment;Private room;2;2.0;1.0;Real Bed;0.0;15.0;1;5;2;20.0;10;0
Cortes;Centro;House;Entire home/apt;2;1.0;0.0;Real Bed;0.0;0.0;1;0;1;65.0;11;0
Chopera;Arganzuela;Apartment;Entire home/apt;5;1.0;1.0;Real Bed;100.0;25.0;2;15;2;55.0;13;1
Justicia;Centro;House;Entire home/apt;4;2.0;2.0;Real Bed;0.0;150.0;1;0;0;350.0;1;0
Palacio;Centro;Apartment;Entire home/apt;6;1.0;1.0;Real Bed;96.0;30.0;4;15;0;84.0;12;1
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;150.0;25.0;2;10;1;65.0;17;1
Justicia;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;200.0;50.0;2;10;2;130.0;15;1
Pueblo Nuevo;Ciudad Lineal;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;10;0;25.0;24;0
Arapiles;Chamberí;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;100.0;25.0;2;12;2;75.0;7;1
Universidad;Centro;Loft;Entire home/apt;3;2.0;1.0;Real Bed;0.0;0.0;1;0;1;60.0;18;0
Palacio;Centro;House;Entire home/apt;2;1.0;1.0;Real Bed;100.0;25.0;2;0;2;79.0;25;1
Palos de Moguer;Arganzuela;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;120.0;20.0;2;10;1;55.0;14;1
Jerónimos;Retiro;Apartment;Private room;2;2.0;1.0;Real Bed;0.0;0.0;1;0;1;45.0;20;0
Justicia;Centro;Apartment;Private room;2;2.0;1.0;Real Bed;0.0;0.0;1;0;0;50.0;6;0
Valverde;Fuencarral - El Pardo;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;25.0;12;0
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;8;1;19.0;17;0
Castillejos;Tetuán;Apartment;Entire home/apt;3;1.0;0.0;Real Bed;100.0;15.0;2;0;2;45.0;13;1
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;200.0;15.0;2;10;0;75.0;13;1
Trafalgar;Chamberí;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;0.0;0.0;1;0;0;90.0;12;0
Delicias;Arganzuela;Bed & Breakfast;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;20.0;6;0
Palacio;Centro;Apartment;Private room;2;2.0;1.0;Real Bed;200.0;30.0;1;0;2;30.0;7;1
Embajadores;Centro;Condominium;Entire home/apt;4;1.0;1.0;Real Bed;100.0;20.0;2;15;1;50.0;13;1
Puerta del Angel;Latina;Apartment;Private room;1;1.0;1.0;Real Bed;100.0;20.0;1;20;1;22.0;16;1
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;10.0;1;0;1;45.0;12;0
Rios Rosas;Chamberí;House;Entire home/apt;3;1.0;1.0;Real Bed;0.0;25.0;2;10;2;85.0;18;0
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;2;45;0;45.0;14;0
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;250.0;20.0;2;15;2;79.0;15;1
Sol;Centro;Apartment;Entire home/apt;6;2.0;2.0;Real Bed;200.0;40.0;2;15;1;275.0;14;1
Universidad;Centro;Apartment;Entire home/apt;9;1.0;1.0;Real Bed;0.0;20.0;8;20;2;90.0;20;0
